name,gu_name,dong_name,latitude,longitude
아임유,동대문구,휘경2동,37.5867748518403,127.059989683646
커피베이청량리점,동대문구,청량리동,37.586826428612,127.041698898553
이디야답십리파크자이점,동대문구,답십리2동,37.5669101962131,127.061880899304
달콤커피 경희의료원점,동대문구,이문1동,37.5939491407769,127.054890960564
다락방 사주카페,동대문구,휘경1동,37.5900419451929,127.056511634376
빽다방 전농동전동초교점,동대문구,전농2동,37.5781094903909,127.060981222248
커피상회,동대문구,청량리동,37.5833853215255,127.044745762835
구하니 커피,동대문구,전농1동,37.5779500252598,127.056805777125
퐁치 커피익스프레스 회기역점,동대문구,청량리동,37.5868212193042,127.052089850777
읍천리382 회기역점,동대문구,휘경2동,37.5887655669609,127.058791788697
메가엠지씨커피 외대앞역점,동대문구,이문1동,37.5952634529218,127.062432831916
빽다방 장안동사거리점,동대문구,장안2동,37.5728529149051,127.072154950754
동네책방,동대문구,용신동,37.579146916724,127.025916420631
라크리마커피아트몰링 장안점,동대문구,장안2동,37.5719236669305,127.072387016271
카페30,동대문구,장안1동,37.5656192514564,127.0663563324
모리커피 어반 용두점,동대문구,용신동,37.5769859096918,127.030687415451
노벰버라운지 외대점,동대문구,이문1동,37.5956754160331,127.060822645515
프리웨일 답십리영화미디어아트센터점,동대문구,답십리2동,37.5717963732602,127.063764029874
코너스톤38,동대문구,청량리동,37.584563310283,127.049842496876
카페오아시아 서울시립동부병원점,동대문구,용신동,37.5753539913466,127.031512678311
더치앤빈 장안동사거리점,동대문구,장안2동,37.5729520451511,127.071081006504
볼볼티,동대문구,제기동,37.5880998009816,127.034744560443
북카페,동대문구,용신동,37.575323586988,127.039172801787
카페 파인,동대문구,제기동,37.5880860102534,127.035669357477
메가엠지씨커피회기역점,동대문구,휘경1동,37.5898471939807,127.057355809021
달콤퐁당,동대문구,제기동,37.5883741207547,127.035459692395
행복담소,동대문구,청량리동,37.5851576234405,127.04579431949
컴포즈커피 신설동역점,동대문구,용신동,37.5760627896702,127.025612642763
디디카페,동대문구,회기동,37.5919819636381,127.053609579093
마이클 커피,동대문구,용신동,37.5763095277376,127.043835436375
아마스빈 서울시립대점,동대문구,전농2동,37.5829831561623,127.054121423906
도반커피,동대문구,제기동,37.5808611653583,127.038965921447
카페비비씨(CAFEBBC),동대문구,제기동,37.5788270781136,127.033708693248
커피쉼,동대문구,제기동,37.5793569518645,127.036440564957
스위트 베이크샵,동대문구,용신동,37.5737694403859,127.023683024162
요거트가족 경희대점,동대문구,회기동,37.590725334129,127.0536445706
정화,동대문구,장안1동,37.5676363700778,127.067207060055
카페 감초로움,동대문구,제기동,37.5850973113942,127.035120181597
투썸플레이스 신설동역점,동대문구,용신동,37.575967817641,127.025227715258
아워아이노우,동대문구,용신동,37.5783439229775,127.026042935274
오르앤지드,동대문구,전농1동,37.5738488678717,127.04721950204
아마스빈경희대점,동대문구,회기동,37.5920759480983,127.052583680444
싸가지(SsaGaaG),동대문구,휘경2동,37.5855030198208,127.061025860691
포트오브모카 장안2호점,동대문구,장안1동,37.5688813600876,127.068315665447
유니유니베이비카페,동대문구,장안1동,37.5716707486031,127.069859628795
빽다방청량리역점,동대문구,청량리동,37.580979148645,127.045866593178
카페연심(CAFE YEONSIM),동대문구,장안1동,37.5651255698339,127.071642338987
엠 오케이,동대문구,이문1동,37.5983004756761,127.056800748936
매머드익스프레스 회기역점,동대문구,휘경1동,37.5894775878583,127.058496265771
언노운코드,동대문구,제기동,37.5868639842138,127.03386675047
컴포즈커피 회기역점,동대문구,휘경1동,37.5912023549654,127.057027923197
빽다방 서울한국외대점,동대문구,이문1동,37.5975028771774,127.06068519121
부록,동대문구,회기동,37.5929010400532,127.052866883162
조은 Bean,동대문구,제기동,37.5813351015242,127.040792852571
오오오 장안점,동대문구,휘경2동,37.5820674007335,127.074159232857
더 찬란한 장안점,동대문구,장안2동,37.5691301016185,127.071549167088
메가엠지씨커피 안암오거리점,동대문구,제기동,37.5828020608309,127.030122143894
빽다방 신이문역점,동대문구,이문2동,37.6031835189738,127.066401121633
빽다방 제기동역점,동대문구,용신동,37.5779265485075,127.035505001415
비자비 vis a vis,동대문구,청량리동,37.5950242987183,127.042170106865
카페나누다,동대문구,장안2동,37.5771652926379,127.070902636146
벨라카페,동대문구,휘경1동,37.5898785976634,127.059976096675
메가엠지씨커피 청량리역한양수자인점,동대문구,용신동,37.5775880431542,127.042841437254
다온카페,동대문구,휘경1동,37.5909832001638,127.057097277435
카페 프리헷 고대한신점,동대문구,제기동,37.5883932941526,127.039218485863
메가엠지씨커피 전농동사거리점,동대문구,전농1동,37.5770680681003,127.057496456523
비터스윗,동대문구,장안1동,37.5617514349398,127.06921574949
컴포즈커피 전농래미안크레시티점,동대문구,전농1동,37.5755060418781,127.049695860484
컴포즈커피 전농중앙점,동대문구,답십리2동,37.5750950169195,127.057790965537
커피니 답십리점,동대문구,답십리1동,37.567107082967,127.056260224422
투썸플레이스 장안동사거리점,동대문구,장안2동,37.5726844249689,127.070822317885
카페숲,동대문구,이문1동,37.5984917221,127.061885756308
네이밍 카페 CAFEGO,동대문구,장안2동,37.5750495880554,127.070885574157
카페 P.I.C(Pearl In Clam),동대문구,전농1동,37.5849110618442,127.051180059018
카이스트서울캠퍼스점 카페그랑,동대문구,청량리동,37.5950367073325,127.046322831171
블레스,동대문구,휘경2동,37.584813925386,127.067349756778
(주)브로딩,동대문구,용신동,37.5759019490532,127.0260839704
카페인중독 전농점,동대문구,전농1동,37.5826863750014,127.053911309252
