"시설명",박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
"한양여자대학교 미술관",대학,서울특별시 성동구 살곶이길 200,,37.5579193904,127.0493225775,02-2290-2506,학교법인 한양학원,,,10:00,17:00,00:00,00:00,토+일+공휴일,0,0,0,,,,02-2124-4188,서울특별시,2023-08-25
"헬로우뮤지움",사립,서울특별시 성동구 성수일로12길 20,,37.5481760951,127.0532496803,02-3217-4222,헬로우뮤지움,http://www.hellomuseum.com/,,10:00,18:00,00:00,00:00,월+화+공휴일,5000,5000,5000,,,,02-2124-4188,서울특별시,2023-08-25
"한양대학교 박물관",대학,서울특별시 성동구 왕십리로 222,,37.5545035492,127.0466112167,02-2220-1394,학교법인 한양학원,,,10:00,17:00,00:00,00:00,일+국경일+공휴일,0,0,0,,,,02-2124-4188,서울특별시,2023-08-25
"수도박물관",공립,서울특별시 성동구 왕십리로27,,37.5421902768,127.0393032380,02-3146-5921,수도박물관,,,09:00,18:00,09:00,18:00,월+1월1일+설날당일+추석당일,0,0,0,,,,02-2124-4188,서울특별시,2023-08-25
"청계천박물관",공립,서울특별시 성동구 청계천로 530,,37.5712267,127.0350281,02-2286-3410,청계천박물관,,,09:00,18:00,09:00,18:00,월+1월1일,0,0,0,,,,02-2124-4188,서울특별시,2023-08-25
