"시설명",박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자
"서대문자연사박물관(3월~10월)",공립,서울특별시 서대문구 연희로 32길 51,서울특별시 서대문구 연희동 산5-58,37.57675199,126.937836,02-330-8899,서대문자연사박물관,https://namu.sdm.go.kr,북파크+나무홀+수유실+카페+스낵바+야외쉼터+뮤지엄샵,09:00,18:00,09:00,19:00,월+1월1일+설 당일+추석 당일,6000,3000,2000,"① 무료(4세이하+65세 이상+장애인 및 국가유공자 등 (장애인등록증 및 국가유공자증 등 소지자)+② 서대문구민(신분증 소지자)할인(어른 1500원+청소년,군인 1000원+어린이 500원+③ 기타할인(서대문형무소역사관 티켓 소지자+문화가 있는 날 20퍼센트할인+서대문자연사박물관 연간회원 100퍼센트 할인) 등 *자세한 사항 홈페이지 확인",서대문자연사박물관은 살아있는 인성교육의 공간으로써 우리나라 최초의 학교나 개인이 아닌 지방자치단체에서 직접 계획하고 만든 자연사박물관 입니다.,"[지하철] 신촌역(2호선) 3,4출구로 나와 서대문03마을버스 탑승 후 서대문자연사박물관 하차, 홍제역(3호선) 3번출구(무악재방향), 4번출구(홍은사거리방향)로 나와 7738 탑승 후 서대문자연사박물관 하차  [버스] (간선버스) 110A, 153  (지선버스) 7017, 7720, 7738  [자가용] 홈페이지 참고",02-330-8899,서울특별시 서대문구청,2022-10-31
"서대문자연사박물관(11월~2월)",공립,서울특별시 서대문구 연희로 32길 51,서울특별시 서대문구 연희동 산5-58,37.57675199,126.937836,02-330-8899,서대문자연사박물관,https://namu.sdm.go.kr,북파크+나무홀+수유실+카페+스낵바+야외쉼터+뮤지엄샵,09:00,17:00,09:00,18:00,월+1월1일+설 당일+추석 당일,6000,3000,2000,"① 무료(4세이하+65세 이상+장애인 및 국가유공자 등 (장애인등록증 및 국가유공자증 등 소지자)+② 서대문구민(신분증 소지자)할인(어른 1500원+청소년,군인 1000원+어린이 500원+③ 기타할인(서대문형무소역사관 티켓 소지자+문화가 있는 날 20퍼센트할인+서대문자연사박물관 연간회원 100퍼센트 할인) 등 *자세한 사항 홈페이지 확인",서대문자연사박물관은 살아있는 인성교육의 공간으로써 우리나라 최초의 학교나 개인이 아닌 지방자치단체에서 직접 계획하고 만든 자연사박물관 입니다.,"[지하철] 신촌역(2호선) 3,4출구로 나와 서대문03마을버스 탑승 후 서대문자연사박물관 하차, 홍제역(3호선) 3번출구(무악재방향), 4번출구(홍은사거리방향)로 나와 7738 탑승 후 서대문자연사박물관 하차  [버스] (간선버스) 110A, 153  (지선버스) 7017, 7720, 7738  [자가용] 홈페이지 참고",02-330-8899,서울특별시 서대문구청,2022-10-31
"서대문형무소역사관(3월~10월)",공립,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.57460851,126.9556118,02-360-8590,서대문구도시관리공단,https://sphh.sscmc.or.kr/,휴게공간(창고 내)+뮤지엄샵+장애인 전담도우미 안내+무료해설 안내 앱(개인 이어폰 지참),09:30,18:00,09:30,18:00,월+1월1일+설 당일+추석 당일,3000,1500,1000,① 무료[6세 이하+65세 이상+장애인 및 국가보훈대상자(장애인등록증 및 국가유공자증 등 소지자)]+② 50퍼센트 할인[서대문 거주 주민(신분증 소지자)+관내 학교(초ㆍ중ㆍ고)]+③ 20퍼센트 할인(서대문 자연사박물관 티켓 소지자),"자주독립정신과 자유, 평화수호 정신을 기리는 교육의 현장으로 운영되고 있습니다.","[지하철] 독립문역(3호선) 5번 출구(도보 50m), 서대문역(5호선) 3번 출구에서 종로05(마을버스) 탑승 후 독립문역 3번 출구 하차  [버스] 독립문역 또는 한성과학고 정류장 하차 (간선버스) 471, 701, 702A/B, 704, 720, 752 (지선버스) 7019, 7021, 7023, 7025, 7737 (광역버스) 9701 (공항버스) 6005",02-330-1130,서울특별시 서대문구청,2022-10-31
"서대문형무소역사관(11월~2월)",공립,서울특별시 서대문구 통일로 251,서울특별시 서대문구 현저동 101,37.57460851,126.9556118,02-360-8590,서대문구도시관리공단,https://sphh.sscmc.or.kr/,휴게공간(창고 내)+뮤지엄샵+장애인 전담도우미 안내+무료해설 안내 앱(개인 이어폰 지참),09:30,17:00,09:30,17:00,월+1월1일+설 당일+추석 당일,3000,1500,1000,① 무료[6세 이하+65세 이상+장애인 및 국가보훈대상자(장애인등록증 및 국가유공자증 등 소지자)]+② 50퍼센트 할인[서대문 거주 주민(신분증 소지자)+관내 학교(초ㆍ중ㆍ고)]+③ 20퍼센트 할인(서대문 자연사박물관 티켓 소지자),"자주독립정신과 자유, 평화수호 정신을 기리는 교육의 현장으로 운영되고 있습니다.","[지하철] 독립문역(3호선) 5번 출구(도보 50m), 서대문역(5호선) 3번 출구에서 종로05(마을버스) 탑승 후 독립문역 3번 출구 하차  [버스] 독립문역 또는 한성과학고 정류장 하차 (간선버스) 471, 701, 702A/B, 704, 720, 752 (지선버스) 7019, 7021, 7023, 7025, 7737 (광역버스) 9701 (공항버스) 6005",02-330-1130,서울특별시 서대문구청,2022-10-31
