주소1,주소2,주소3,범죄 안전,생활 안전,병원 수,의원 수,약국 수,편의 시설 수,체육시설 수,문화시설 수,백화점 수,대형 마트 수,슈퍼마켓 & 편의점 수,외식 시설 수,CCTV 분포 현황,인구
서울특별시,종로구,숭인2동,5,5,9,11,6,12,13,4,0,0,18,133,46,11073
서울특별시,종로구,이화동,5,5,9,8,8,22,7,46,0,0,18,211,50,7533
서울특별시,종로구,종로1·2·3·4가동,5,5,9,97,32,97,50,35,0,0,68,902,123,8549
서울특별시,종로구,종로5·6가동,5,5,9,49,18,25,11,7,0,0,21,235,56,5852
서울특별시,종로구,창신1동,5,5,9,20,7,18,7,4,0,0,6,123,23,5423
서울특별시,종로구,창신2동,5,5,9,6,4,5,5,1,0,0,5,77,37,8574
서울특별시,종로구,창신3동,5,5,9,2,2,4,3,2,0,0,3,24,26,6446
서울특별시,종로구,청운효자동,5,5,9,6,5,13,3,12,0,0,14,186,112,11158
서울특별시,종로구,평창동,5,5,9,13,5,9,11,12,0,0,13,98,50,17454
서울특별시,종로구,혜화동,5,5,9,22,15,19,17,57,0,0,29,327,107,19023
서울특별시,중구,광희동,5,5,11,22,12,34,25,5,2,2,38,287,86,7088
서울특별시,중구,다산동,5,5,11,15,7,9,11,4,2,0,13,136,117,13510
서울특별시,중구,동화동,5,5,11,9,4,5,11,1,2,0,11,80,43,9991
서울특별시,중구,명동,5,5,11,86,26,85,31,12,2,1,50,471,90,3381
서울특별시,중구,소공동,5,5,11,42,12,50,14,10,2,2,36,295,83,3495
서울특별시,중구,신당5동,5,5,11,16,4,9,8,1,2,0,9,139,55,10443
서울특별시,중구,신당동,5,5,11,16,12,23,8,4,2,0,23,197,88,8862
서울특별시,중구,약수동,5,5,11,25,11,10,10,3,2,0,15,89,46,16167
서울특별시,중구,을지로동,5,5,11,34,11,28,23,7,2,0,23,296,56,3449
서울특별시,중구,장충동,5,5,11,5,1,9,3,2,2,1,12,94,72,5499
서울특별시,중구,중림동,5,5,11,19,7,9,8,5,2,0,13,129,81,12405
서울특별시,중구,청구동,5,5,11,9,3,5,12,5,2,0,5,65,55,12626
서울특별시,중구,필동,5,5,11,19,5,26,11,5,2,0,20,213,73,5328
서울특별시,중구,황학동,5,5,11,15,8,12,17,3,2,1,14,137,44,13991
서울특별시,중구,회현동,5,5,11,39,13,47,13,4,2,1,24,277,87,4979
서울특별시,중랑구,망우3동,3,3,19,13,5,7,6,1,0,0,13,95,76,15902
서울특별시,중랑구,망우본동,3,3,19,48,20,25,26,7,0,1,36,360,137,38684
서울특별시,중랑구,면목2동,3,3,19,20,11,8,10,5,0,0,20,205,83,23648
서울특별시,중랑구,면목3·8동,3,3,19,27,15,17,22,0,0,0,23,293,115,24398
서울특별시,중랑구,면목4동,3,3,19,10,4,8,12,5,0,0,15,97,79,18256
서울특별시,중랑구,면목5동,3,3,19,7,3,4,7,1,0,1,9,73,62,14376
서울특별시,중랑구,면목7동,3,3,19,27,7,8,15,2,0,0,14,164,80,21381
서울특별시,중랑구,면목본동,3,3,19,44,15,15,16,2,0,0,31,282,131,33216
서울특별시,중랑구,묵1동,3,3,19,26,12,7,16,3,0,1,24,168,97,33549
서울특별시,중랑구,묵2동,3,3,19,17,7,7,13,5,0,0,17,172,81,18245
서울특별시,중랑구,상봉1동,3,3,19,17,8,6,10,2,0,1,16,120,73,23000
서울특별시,중랑구,상봉2동,3,3,19,27,9,14,30,3,0,1,30,329,74,21381
서울특별시,중랑구,신내1동,3,3,19,27,8,11,26,5,0,0,25,197,88,37308
서울특별시,중랑구,신내2동,3,3,19,22,9,12,10,5,0,1,8,76,28,19417
서울특별시,중랑구,중화1동,3,3,19,15,8,7,5,1,0,0,16,76,60,18573
서울특별시,중랑구,중화2동,3,3,19,27,13,14,17,2,0,0,28,275,111,24015
