name,gu_name,dong_name,latitude,longitude
ECC 삼성홀,서대문구,대현동,37.56256190105408,126.94745361456685
소리소극장,송파구,오금동,37.49965396800826,127.13752013674731
한국 음악 예술 연구회,동작구,신대방동,37.49024689832335,126.90867420820794
극장온,종로구,동숭동,37.581031885563156,127.00396010991636
나온씨어터,종로구,명륜1가,37.58770519883026,126.99940762222485
우리열린극장,종로구,낙원동,37.572217840236476,126.98764483603699
대학로예술극장소극장,종로구,동숭동,37.58208704631574,127.00318065007244
전통문화예술공연장,종로구,견지동,37.57443888992537,126.9821369463429
대학로 티오엠2관,종로구,동숭동,37.5822882996304,127.003635498997
임은경 귀국 피아노 독주회,,,,
광화문아트홀,종로구,사직동,37.57427705126648,126.96467083646061
두산아트센터 Space111,종로구,연지동,37.57189937729905,127.00122212373974
선돌극장,종로구,명륜1가,37.586827571531614,126.99976721381799
콘텐츠박스,종로구,동숭동,37.58077122793042,127.00416088415218
대학로 티오엠1관,종로구,동숭동,37.5822882996304,127.003635498997
올웨이즈 씨어터,종로구,동숭동,37.583094598863035,127.00208939278586
시윤아트홀,종로구,동숭동,37.58154703683539,127.00234034340372
열린극장,종로구,명륜2가,37.58373452418539,127.00041647120493
올림아트센터,종로구,동숭동,37.57969682724715,127.00429023089205
세종체임버홀,종로구,세종로,37.572236860973966,126.9759338911858
지인시어터,종로구,동숭동,37.579933338061515,127.00369965101001
자유극장,종로구,동숭동,37.58276206925742,127.00361644556463
아트선재센터,종로구,소격동,37.57942355232036,126.98184115837147
제이티앤 아트홀(JTN ART HALL) 4관,종로구,이화동,37.576630153834195,127.00394070465775
제이티앤 아트홀(JTN ART HALL) 1관,종로구,이화동,37.576630153834195,127.00394070465775
마루아트홀,종로구,동숭동,37.58229446012957,127.0025238033711
세우아트센터 2관,종로구,동숭동,37.58195662696551,127.00398017558769
제이티앤 아트홀(JTN ART HALL) 2관,종로구,이화동,37.576630153834195,127.00394070465775
일호 극장,,,,
제이티앤 아트홀(JTN ART HALL) 3관,종로구,이화동,37.576630153834195,127.00394070465775
엠스테이지2,종로구,관훈동,37.573843521491774,126.98560966984198
예스24아트원 1관,종로구,동숭동,37.5802656527243,127.00394902158284
예스24아트원 2관,종로구,동숭동,37.5802656527243,127.00394902158284
세종M씨어터,종로구,세종로,37.572236860973966,126.9759338911858
세종문화회관대극장,종로구,세종로,37.572236860973966,126.9759338911858
틴틴홀,종로구,동숭동,37.58160942806738,127.00353179981704
세우아트센터,종로구,동숭동,37.58195662696551,127.00398017558769
물빛극장,종로구,동숭동,37.58032258545655,127.0035150316552
링크아트센터드림 드림1관,종로구,동숭동,37.58329495547703,127.00329183091658
아트포레스트 1관,종로구,동숭동,37.58249284582025,127.00309054942423
아트포레스트 2관,종로구,동숭동,37.58249284582025,127.00309054942423
월하예당,종로구,낙원동,37.57289859987691,126.98885534490805
서연아트홀,종로구,명륜2가,37.58390705836044,127.00058863796708
SKON(스콘) 1관,종로구,혜화동,37.58351685408988,127.00216665232841
해바라기 소극장,종로구,동숭동,37.581650831941296,127.00426830973511
도토리씨어터 1관,종로구,동숭동,37.58123632190453,127.00402432383271
도토리씨어터 2관,종로구,동숭동,37.58123632190453,127.00402432383271
SA HALL,종로구,동숭동,37.58317880752945,127.00227583538218
아스가르드씨어터,종로구,혜화동,37.58367864045582,127.00256104659891
라온씨어터,종로구,동숭동,37.58159151382518,127.00281136888354
JS 아트홀,종로구,동숭동,37.582442173398405,127.00434809274029
한일시네마4관,강동구,성내동,37.53781584099325,127.12480086909615
SKON(스콘) 2관,종로구,혜화동,37.58351685408988,127.00216665232841
창조 소극장,종로구,명륜2가,37.58455531450679,127.00004108267919
광무대,종로구,종로6가,37.5707818819852,127.0081120095191
아르코꿈밭극장,종로구,동숭동,37.582086140280715,127.00372883378454
국립어린이과학관 과학극장,종로구,와룡동,37.58227152251269,126.99695500415334
정극장,종로구,동숭동,37.581031885563156,127.00396010991636
씨어터 쿰,종로구,명륜2가,37.58445324997151,126.99948512638586
아라아트홀,종로구,동숭동,37.58229446012957,127.0025238033711
한성아트홀1관,종로구,명륜2가,37.58369957276197,127.00002063340214
대학로예술극장 대극장,종로구,동숭동,37.58208704631574,127.00318065007244
초록씨어터,종로구,동숭동,37.58270737359412,127.00215273455288
코델 아트홀,종로구,동숭동,37.58175787959685,127.00428878024749
우리소극장,종로구,동숭동,37.57923616642542,127.00515972621498
업스테이지(UP STAGE),종로구,동숭동,37.580110321890956,127.00426894310566
대학로극장 쿼드,종로구,동숭동,37.58366935960491,127.00369891455878
아트하우스,종로구,동숭동,37.581606873874044,127.00372215137268
명륜아트홀,종로구,명륜1가,37.58680797904803,126.99675852520454
오디오가이 스튜디오,종로구,통의동,37.578074175953816,126.9736715403998
플랫폼74,종로구,동숭동,37.581542812491925,127.00430418467928
통의동클래식,종로구,통의동,37.57921759607492,126.97234977965354
나인진홀 2관,종로구,동숭동,37.58036051971139,127.00426230971414
라온아트홀,종로구,동숭동,37.58188840251379,127.00280277878264
일미일 소극장,동작구,노량진동,37.51406875919358,126.94513319981769
링크아트센터 페이코홀,종로구,혜화동,37.58461245103208,127.00233603180966
링크아트센터 벅스홀,종로구,혜화동,37.58461245103208,127.00233603180966
베리컴퍼니 1관,종로구,동숭동,37.582347174125736,127.00480282809966
베리컴퍼니 2관,종로구,동숭동,37.582347174125736,127.00480282809966
뭐든지 소극장,종로구,창신동,37.5766929131602,127.0100169653955
창덕궁 소극장,종로구,명륜4가,37.582441955388674,126.99773825111173
